_id,Study,Province,Location,Infrastructure,Infrastructure Component 1,Infrastructure Component 2,Climate Parameter,Climate Parameter General,Risk,Risk (Current),Risk (Short Term),Risk (Medium Term),Risk (Long Term)
159,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
160,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
161,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
162,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
163,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
164,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
165,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Plumbing Equipment,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
166,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Heating System,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
167,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
168,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Channels,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
169,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
170,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Stormwater Sewer,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
171,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Stormwater Detention,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
172,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Stormwater Treatment,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
173,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
174,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
175,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Flow Control,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
176,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Flow Control,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
177,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Outfall,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
178,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
179,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Channels,NAN,Permafrost,Composite,NAN,NAN,NAN,NAN,NAN
180,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Water System,Stormwater,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
181,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
182,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Runway,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
183,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
184,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
185,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
186,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
187,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
188,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
189,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Alaram System,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
190,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Equipment,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
191,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Equipment,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
192,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Lighting,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
193,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Lighting,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
194,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
195,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
196,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
197,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
198,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
199,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
200,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Heating System,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
201,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Fire Protection,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
202,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Food and Housekeeping Services,Wildfire,Other,Med,NAN,NAN,Med,NAN
203,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Food and Housekeeping Services,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
204,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
205,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
206,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
207,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
208,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
209,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
210,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Plumbing Equipment,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
211,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Heating System,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
212,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
213,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Channels,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
214,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
215,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Stormwater Sewer,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
216,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Stormwater Detention,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
217,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Stormwater Treatment,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
218,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
219,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
220,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Flow Control,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
221,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Flow Control,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
222,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Outfall,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
223,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
224,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Channels,NAN,Wildfire,Other,NAN,NAN,NAN,NAN,NAN
225,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Water System,Stormwater,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
226,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
227,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Runway,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
228,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
229,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
230,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
231,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
232,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
233,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
234,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Alaram System,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
235,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Equipment,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
236,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Equipment,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
237,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Lighting,Flooding,Composite,Med,NAN,NAN,Med,NAN
238,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Lighting,Flooding,Composite,Med,NAN,NAN,Med,NAN
239,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
240,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
241,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
242,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
243,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
244,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
245,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Heating System,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
246,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Fire Protection,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
247,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Food and Housekeeping Services,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
248,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Food and Housekeeping Services,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
249,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
250,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
251,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
252,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
253,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
254,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,HVAC,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
255,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Plumbing Equipment,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
256,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Heating System,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
257,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
258,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Channels,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
259,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
260,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Stormwater Sewer,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
261,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Stormwater Detention,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
262,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Stormwater Treatment,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
263,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
264,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
265,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Flow Control,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
266,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Flow Control,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
267,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Outfall,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
268,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Piping,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
269,Urban Systems (2019) (BC) (Vernon),British Columbia,Vernon,Stormwater,Channels,NAN,Flooding,Composite,NAN,NAN,NAN,NAN,NAN
270,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Water System,Stormwater,Drought,Composite,NAN,NAN,NAN,NAN,NAN
271,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Drought,Composite,NAN,NAN,NAN,NAN,NAN
272,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Runway,Drought,Composite,NAN,NAN,NAN,NAN,NAN
273,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Ramps/Taxiways,Drought,Composite,NAN,NAN,NAN,NAN,NAN
274,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Drought,Composite,NAN,NAN,NAN,NAN,NAN
275,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Drought,Composite,NAN,NAN,NAN,NAN,NAN
276,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Drought,Composite,NAN,NAN,NAN,NAN,NAN
277,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Drought,Composite,NAN,NAN,NAN,NAN,NAN
278,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Distribution/Transmission,Drought,Composite,NAN,NAN,NAN,NAN,NAN
279,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Alaram System,Drought,Composite,NAN,NAN,NAN,NAN,NAN
280,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Equipment,Drought,Composite,NAN,NAN,NAN,NAN,NAN
281,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Equipment,Drought,Composite,NAN,NAN,NAN,NAN,NAN
282,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Electrical,Lighting,Drought,Composite,NAN,NAN,NAN,NAN,NAN
283,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Roads & Assoc. Infras,Lighting,Drought,Composite,NAN,NAN,NAN,NAN,NAN
284,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Drought,Composite,NAN,NAN,NAN,NAN,NAN
285,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Drought,Composite,NAN,NAN,NAN,NAN,NAN
286,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Drought,Composite,NAN,NAN,NAN,NAN,NAN
287,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Drought,Composite,NAN,NAN,NAN,NAN,NAN
288,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Drought,Composite,NAN,NAN,NAN,NAN,NAN
289,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Air Distribution,Drought,Composite,NAN,NAN,NAN,NAN,NAN
290,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Heating System,Drought,Composite,NAN,NAN,NAN,NAN,NAN
291,Prism Engineering (2020) (BC) (Penticton),British Columbia,Penticton,Airport Infrastructure,Mechanical,Fire Protection,Drought,Composite,High,NAN,NAN,High,NAN
